Seconds,Kitchen_AP,Lounge_AP,Upstairs_AP,Study_AP,Room
65,-80.6,,-79.2,-79.4,5
66,-84.9,,-80.7,-79.2,5
67,-87.1,,-82.8,-84.9,5
68,-80.0,,-76.1,-81.3,5
69,-78.0,,-76.9,-84.4,5
70,-77.6,,-77.6,-85.6,5
71,-75.9,,-78.9,-81.6,5
72,-76.5,,-79.4,-81.2,5
73,-75.8,,-78.9,-83.6,5
74,-75.0,,-77.8,-82.2,5
75,-75.0,,-77.9,-84.9,5
76,-75.8,,-78.8,-89.9,5
77,-77.4,,-79.0,-84.8,5
78,-77.6,,-78.7,-82.2,5
79,-77.9,,-78.0,-87.4,5
80,-86.9,,-81.4,-88.7,5
81,-83.4,,-81.8,-86.7,5
82,-76.6,,-78.6,-83.7,5
83,-76.7,,-78.4,-80.2,5
84,-76.6,,-78.4,-81.7,5
85,-80.6,,-87.3,-81.2,5
86,-92.0,,-84.7,-85.3,5
87,-86.1,,-83.1,-85.0,5
88,-96.6,,-93.6,-97.5,5
89,-101.6,,-96.8,-95.0,5
90,-97.5,,-91.7,-97.4,5
91,-90.7,,-89.0,-96.3,5
92,-92.8,,-92.3,-98.5,5
93,-97.0,,-97.7,-90.5,5
94,-95.0,,-98.0,-88.8,5
95,-95.0,,-100.8,-89.1,5
96,-95.0,,-102.2,-90.4,5
97,-95.0,,-100.0,-92.6,5
98,-95.0,,-100.0,-86.9,5
99,-95.0,,-100.0,-87.2,5
100,-95.0,,-100.0,-91.4,5
101,-95.0,,-100.0,-90.6,5
102,-95.0,,-100.0,-89.5,5
103,-95.0,,-100.0,-86.5,5
104,-99.9,,-99.8,-90.6,5
105,-103.8,,-98.1,-96.0,5
106,-101.4,,-97.4,-95.3,5
107,-98.0,,-99.7,-91.5,5
108,-98.0,,-102.4,-92.4,5
109,-98.0,,-97.7,-96.4,5
110,-98.0,,-101.0,-90.3,5
111,-98.0,,-103.2,-86.9,5
112,-99.5,,-105.0,-94.3,5
113,-103.0,,-103.3,-93.7,5
114,-103.0,,-100.0,-86.9,5
115,-103.0,,-100.0,-89.2,5
116,-98.1,,-100.0,-88.4,5
117,-100.5,,-98.6,-85.6,5
118,-99.8,,-98.0,-93.6,5
119,-97.0,,-98.0,-93.4,5
120,-99.3,,-98.0,-93.8,5
121,-102.0,,-98.0,-89.0,5
122,-102.6,,-99.8,-82.4,5
123,-104.0,,-100.0,-82.6,5
124,-104.0,,-100.0,-82.1,5
125,-104.0,,-100.0,-84.0,5
126,-104.0,,-100.0,-81.4,5
127,-104.0,,-100.0,-81.9,5
128,-104.0,,-100.0,-81.3,5
129,-104.0,,-100.0,-81.6,5
130,-103.4,,-100.0,-85.6,5
131,-98.0,,-100.0,-87.9,5
132,-98.0,,-100.0,-82.8,5
133,-98.0,,-100.0,-82.3,5
134,-98.0,,-100.0,-85.1,5
135,-98.0,,-100.0,-85.3,5
136,-98.0,,-100.0,-85.9,5
137,-98.0,,-100.0,-86.0,5
138,-98.0,,-100.0,-86.0,5
139,-98.0,,-100.0,-86.0,5
140,-98.0,,-100.0,-90.6,5
141,-98.0,,-100.0,-96.2,5
142,-98.0,,-100.0,-92.6,5
143,-98.0,,-100.0,-84.6,5
144,-98.0,,-100.0,-86.2,5
145,-98.0,,-100.0,-86.4,5
146,-98.0,,-100.0,-86.0,5
147,-98.0,,-100.0,-85.8,5
148,-98.0,,-100.0,-85.7,5
149,-98.0,,-100.0,-88.1,5
150,-98.0,,-100.0,-90.2,5
151,-98.0,,-100.0,-90.3,5
152,-98.0,,-100.0,-83.45,5
153,-98.0,,-100.0,-85.3,5
154,-98.0,,-100.0,-86.85,5
155,-98.0,,-100.0,-89.95,5
156,-98.0,,-100.0,-85.85,5
157,-98.0,,-100.0,-84.2,5
158,-98.0,,-100.0,-84.8,5
159,-98.0,,-100.0,-84.25,5
160,-98.0,,-100.0,-84.2,5
161,-98.0,,-100.0,-84.3,5
162,-98.0,,-99.55,-97.0,5
163,-98.0,,-97.0,-94.2,5
164,-98.0,,-97.0,-85.55,5
165,-98.0,,-97.0,-84.25,5
166,-98.0,,-97.0,-90.05,5
167,-98.0,,-97.0,-91.1,5
168,-98.0,,-97.0,-91.35,5
169,-98.0,,-97.0,-90.7,5
170,-98.0,,-97.0,-91.15,5
171,-94.2,,-97.0,-91.6,5
172,-94.0,,-97.0,-102.45,5
173,-94.0,,-97.0,-102.55,5
174,-94.0,,-97.0,-94.5,5
175,-94.0,,-97.0,-93.4,5
176,-94.0,,-97.75,-89.2,5
177,-94.0,,-101.35,-89.35,5
178,-94.0,,-102.05,-89.25,5
179,-94.0,,-102.3,-89.2,5
180,-94.0,,-102.15,-88.5,5
181,-94.0,,-101.0,-90.05,5
182,-94.0,,-101.0,-85.35,5
183,-94.0,,-101.0,-88.05,5
184,-94.0,,-101.0,-88.9,5
185,-94.0,,-101.0,-93.45,5
186,-94.0,,-101.0,-99.0,5
187,-94.0,,-101.0,-97.75,5
188,-94.0,,-101.0,-95.15,5
189,-94.0,,-101.0,-95.35,5
190,-94.0,,-101.0,-95.0,5
191,-94.0,,-101.0,-99.6,5
192,-94.0,,-101.0,-97.2,5
193,-94.0,,-101.0,-88.45,5
194,-94.0,,-101.0,-92.05,5
195,-94.0,,-101.0,-83.65,5
196,-94.0,,-101.0,-87.8,5
197,-94.0,,-101.0,-84.8,5
198,-94.0,,-101.0,-80.8,5
199,-94.0,,-101.0,-79.4,5
200,-94.0,,-101.0,-78.8,5
201,-94.0,,-101.0,-89.8,5
202,-94.0,,-101.0,-89.4,5
203,-94.0,,-101.0,-88.0,5
204,-94.0,,-101.0,-85.8,5
205,-94.0,,-101.0,-88.2,5
206,-94.0,,-101.0,-87.8,5
207,-94.0,,-101.0,-82.6,5
208,-94.0,,-101.0,-81.4,5
209,-94.0,,-101.0,-80.0,5
210,-94.0,,-101.0,-80.0,5
211,-94.0,,-101.0,-84.8,5
212,-94.0,,-101.0,-99.0,5
213,-94.0,,-101.0,-90.8,5
214,-94.0,,-101.0,-90.8,5
215,-94.0,,-101.0,-90.0,5
216,-94.0,,-101.0,-90.2,5
217,-94.0,,-100.0,-95.2,5
218,-94.0,,-99.6,-95.8,5
219,-94.0,,-100.0,-97.6,5
220,-94.0,,-100.0,-97.2,5
221,-94.0,,-100.0,-97.2,5
222,-94.0,,-99.2,-92.0,5
223,-94.0,,-99.0,-92.2,5
224,-94.0,,-99.0,-96.0,5
225,-94.0,,-100.0,-94.6,5
226,-94.0,,-101.0,-95.4,5
227,-94.0,,-101.0,-96.0,5
228,-94.0,,-101.0,-95.8,5
229,-94.0,,-100.4,-92.8,5
230,-98.0,,-98.0,-94.4,5
231,-104.0,,-98.4,-91.2,5
232,-104.0,,-98.0,-89.6,5
233,-104.0,,-97.8,-90.4,5
234,-104.0,,-98.0,-89.0,5
235,-104.0,,-102.0,-90.8,5
236,-104.0,,-102.0,-88.2,5
237,-104.0,,-102.0,-94.2,5
238,-104.0,,-102.0,-97.0,5
239,-104.0,,-102.0,-94.8,5
240,-104.0,,-102.0,-93.2,5
241,-104.0,,-102.0,-94.0,5
242,-104.0,,-102.0,-93.8,5
243,-104.0,,-102.0,-86.8,5
244,-104.0,,-103.0,-86.25,5
245,-104.0,,-103.0,-87.2,5
246,-104.0,,-103.0,-83.9,5
247,-104.0,,-103.0,-87.4,5
248,-104.0,,-103.0,-82.3,5
249,-104.0,,-103.0,-85.2,5
250,-104.0,,-103.0,-84.15,5
251,-104.0,,-103.0,-85.45,5
252,-104.0,,-103.0,-91.35,5
253,-104.0,,-103.0,-91.65,5
254,-104.0,,-103.0,-92.0,5
255,-104.0,,-103.0,-92.5,5
256,-104.0,,-103.0,-92.3,5
257,-104.0,,-103.0,-88.6,5
258,-104.0,,-103.0,-84.8,5
259,-104.0,,-103.0,-81.35,5
260,-103.0,,-103.0,-81.8,5
261,-102.55,,-103.0,-81.2,5
262,-103.0,,-103.0,-82.9,5
263,-103.0,,-102.7,-91.55,5
264,-103.0,,-97.0,-96.85,5
265,-103.0,,-97.0,-90.15,5
266,-103.0,,-97.1,-92.9,5
267,-102.4,,-99.75,-95.65,5
268,-103.0,,-98.0,-96.35,5
269,-103.0,,-98.0,-96.05,5
270,-103.0,,-98.0,-97.8,5
271,-103.0,,-98.0,-96.15,5
272,-103.0,,-98.15,-95.8,5
273,-103.0,,-97.0,-92.95,5
274,-103.0,,-97.75,-92.75,5
275,-103.0,,-100.0,-91.65,5
276,-103.0,,-99.75,-94.35,5
277,-103.0,,-99.0,-88.6,5
278,-103.0,,-100.65,-91.5,5
279,-101.05,,-98.55,-88.25,5
280,-99.95,,-100.85,-93.0,5
281,-99.0,,-101.1,-91.15,5
282,-99.0,,-102.0,-87.8,5
283,-99.0,,-102.0,-88.0,5
284,-99.0,,-100.3,-88.2,5
285,-99.0,,-100.9,-88.55,5
286,-99.0,,-102.0,-90.9,5
287,-99.0,,-102.0,-93.85,5
288,-99.0,,-102.0,-92.6,5
289,-99.0,,-102.0,-96.55,5
290,-99.0,,-102.0,-98.65,5
291,-99.0,,-102.0,-97.55,5
292,-99.0,,-102.0,-93.9,5
293,-99.0,,-101.95,-85.95,5
294,-99.0,,-101.0,-90.6,5
295,-99.0,,-101.0,-88.7,5
296,-99.0,,-101.0,-86.4,5
297,-99.0,,-101.0,-86.25,5
298,-99.0,,-101.0,-80.75,5
299,-99.0,,-101.0,-79.35,5
300,-99.0,,-101.0,-80.6,5
301,-99.0,,-101.0,-79.85,5
302,-99.0,,-101.0,-81.1,5
303,-101.6,,-101.0,-89.9,5
304,-103.0,,-101.0,-94.05,5
305,-103.0,,-101.0,-90.0,5
306,-103.0,,-101.0,-89.15,5
307,-103.0,,-101.0,-88.2,5
308,-103.0,,-101.0,-88.5,5
309,-103.0,,-101.0,-80.4,5
310,-103.0,,-101.0,-82.25,5
311,-103.0,,-101.0,-82.55,5
312,-103.0,,-101.0,-82.6,5
313,-103.0,,-101.0,-82.0,5
314,-103.0,,-101.0,-92.5,5
315,-101.05,,-101.0,-98.7,5
316,-100.0,,-101.0,-89.85,5
317,-100.0,,-101.0,-92.8,5
318,-100.0,,-101.0,-94.5,5
319,-100.0,,-101.0,-89.6,5
320,-100.0,,-100.8,-86.1,5
321,-100.0,,-99.7,-93.2,5
322,-100.0,,-100.0,-90.8,5
323,-100.0,,-101.5,-92.8,5
324,-100.0,,-103.0,-93.2,5
325,-100.0,,-103.0,-95.3,5
326,-100.0,,-103.0,-97.3,5
327,-100.0,,-103.0,-93.8,5
328,-100.0,,-103.0,-91.7,5
329,-100.0,,-103.0,-92.3,5
330,-100.0,,-103.0,-89.1,5
331,-100.0,,-102.9,-89.7,5
332,-100.0,,-104.0,-90.8,5
333,-100.0,,-104.0,-90.6,5
334,-100.0,,-104.0,-94.3,5
335,-100.0,,-101.6,-96.1,5
336,-100.0,,-98.0,-91.2,5
337,-100.0,,-98.0,-95.1,5
338,-100.0,,-98.0,-90.3,5
339,-100.0,,-98.0,-90.8,5
340,-100.0,,-98.0,-89.7,5
341,-100.0,,-98.0,-88.7,5
342,-100.0,,-98.0,-89.7,5
343,-100.0,,-98.0,-92.5,5
344,-100.0,,-98.0,-90.0,5
345,-100.0,,-98.0,-90.0,5
346,-100.0,,-98.0,-90.0,5
347,-100.0,,-98.0,-91.0,5
348,-100.0,,-98.0,-92.6,5
349,-100.0,,-98.0,-87.4,5
350,-100.0,,-98.0,-85.2,5
351,-100.0,,-98.0,-87.1,5
352,-100.0,,-98.0,-87.5,5
353,-100.0,,-98.0,-87.6,5
354,-100.0,,-98.0,-86.5,5
355,-100.0,,-98.0,-83.7,5
356,-100.0,,-98.0,-83.6,5
357,-100.0,,-98.0,-83.3,5
358,-100.0,,-98.0,-83.8,5
359,-100.0,,-98.0,-85.7,5
360,-100.0,,-98.0,-92.4,5
361,-100.0,,-98.0,-89.3,5
362,-100.0,,-98.0,-86.0,5
363,-100.0,,-98.0,-85.45,5
364,-100.0,,-98.0,-87.4,5
365,-100.0,,-98.0,-82.5,5
366,-100.0,,-98.0,-80.0,5
367,-100.0,,-98.0,-79.55,5
368,-100.0,,-98.0,-79.05,5
369,-100.0,,-98.0,-79.15,5
370,-100.35,,-98.0,-86.5,5
371,-101.0,,-98.3,-93.75,3
372,-101.0,,-100.6,-91.25,3
373,-101.0,,-104.0,-92.85,3
374,-101.0,,-104.0,-94.05,3
375,-101.0,,-101.5,-92.4,3
376,-101.0,,-101.5,-90.0,3
377,-101.0,,-100.0,-88.0,4
378,-101.0,,-99.8,-88.2,4
379,-101.0,,-100.0,-87.8,4
380,-101.0,,-98.7,-89.7,4
381,-101.0,,-98.3,-94.2,4
382,-101.0,,-97.6,-86.75,4
383,-101.0,,-96.2,-90.4,4
384,-101.0,,-96.0,-93.0,4
385,-101.0,,-96.0,-96.7,4
386,-101.0,,-97.1,-92.95,4
387,-101.0,,-98.0,-89.45,4
388,-101.0,,-98.0,-90.5,4
389,-101.0,,-98.0,-93.1,4
390,-101.0,,-98.0,-90.85,4
391,-101.0,,-98.0,-88.5,4
392,-101.0,,-98.0,-84.25,4
393,-101.0,,-98.0,-88.7,4
394,-101.0,,-98.0,-91.7,4
395,-101.0,,-98.0,-96.6,4
396,-101.0,,-98.0,-97.6,4
397,-101.35,,-98.0,-89.4,4
398,-102.0,,-96.95,-82.45,4
399,-103.1,,-94.75,-82.8,4
400,-87.65,,-87.6,-84.5,4
401,-89.15,,-87.65,-80.4,4
402,-97.1,,-94.25,-90.85,4
403,-98.7,,-89.05,-97.55,4
404,-74.6,,-77.6,-95.0,4
405,-72.15,,-75.2,-89.1,4
406,-71.95,,-72.85,-91.0,4
407,-76.25,,-76.8,-96.0,4
408,-73.1,,-76.25,-98.1,4
409,-69.2,,-74.75,-98.6,4
410,-70.65,,-79.35,-94.4,4
411,-78.1,,-76.75,-88.3,4
412,-75.35,,-78.2,-90.75,4
413,-71.6,,-81.9,-96.3,4
414,-63.8,,-93.7,-99.4,4
415,-64.6,,-98.0,-99.25,4
416,-70.6,,-98.0,-98.55,4
417,-70.9,,-98.0,-95.0,4
418,-68.95,,-98.0,-95.0,4
419,-70.05,,-98.0,-95.0,4
420,-75.2,,-98.0,-95.0,4
421,-70.65,,-98.0,-95.0,4
422,-71.05,,-98.0,-95.0,4
423,-69.25,,-98.0,-95.0,4
424,-72.7,,-98.0,-95.0,4
425,-69.25,,-98.0,-95.0,4
426,-69.95,,-98.0,-95.0,4
427,-69.65,,-98.0,-95.0,4
428,-69.75,,-98.0,-95.0,4
429,-70.4,,-98.0,-95.0,4
430,-69.7,,-98.0,-95.0,4
431,-66.35,,-98.0,-95.0,4
432,-72.55,,-98.0,-95.0,4
433,-66.65,,-98.0,-95.0,4
434,-62.6,,-101.65,-95.0,4
435,-62.85,,-102.15,-95.0,4
436,-67.05,,-102.0,-95.0,4
437,-69.45,,-102.0,-95.0,4
438,-67.85,,-98.2,-95.0,4
439,-67.2,,-99.25,-95.0,4
440,-68.15,,-105.0,-95.0,4
441,-60.15,,-104.05,-95.0,4
442,-61.0,,-104.0,-95.0,4
443,-62.0,,-104.0,-101.65,4
444,-60.85,,-104.0,-102.0,4
445,-58.55,,-104.0,-102.3,4
446,-61.1,,-104.0,-104.0,4
447,-62.0,,-104.0,-104.0,4
448,-59.85,,-104.0,-104.0,4
449,-67.9,,-99.5,-104.0,4
450,-66.05,,-98.0,-104.0,4
451,-69.75,,-98.0,-104.0,4
452,-70.0,,-98.0,-104.0,4
453,-72.05,,-98.0,-104.0,4
454,-69.2,,-98.0,-103.3,4
455,-74.35,,-98.0,-102.0,4
456,-75.25,,-98.0,-102.0,4
457,-72.5,,-98.0,-102.0,4
458,-72.9,,-98.0,-102.0,4
459,-74.55,,-98.0,-102.0,4
460,-74.8,,-98.0,-102.0,4
461,-70.8,,-98.0,-102.0,4
462,-69.45,,-98.0,-102.0,4
463,-68.65,,-98.0,-102.0,4
464,-70.85,,-98.0,-102.0,4
465,-73.4,,-98.0,-102.0,4
466,-74.15,,-98.0,-102.0,4
467,-73.05,,-98.0,-102.0,4
468,-73.85,,-98.0,-102.0,4
469,-69.85,,-98.0,-102.0,4
470,-72.85,,-98.0,-102.0,4
471,-73.8,,-98.0,-102.0,4
472,-75.7,,-98.0,-102.0,4
473,-73.5,,-98.0,-102.0,4
474,-72.45,,-98.0,-102.0,4
475,-69.75,,-98.0,-102.0,4
476,-75.25,,-98.0,-102.0,4
477,-72.7,,-98.0,-102.0,4
478,-70.3,,-98.0,-102.0,4
479,-70.35,,-98.0,-102.0,4
480,-71.45,,-98.0,-102.0,4
481,-69.95,,-98.0,-102.0,4
482,-71.3,,-98.0,-102.0,4
483,-77.6,,-98.0,-102.0,4
484,-71.4,,-98.0,-102.0,4
485,-71.4,,-98.0,-102.0,4
486,-67.6,,-98.0,-102.0,4
487,-66.7,,-98.0,-102.0,4
488,-68.0,,-98.0,-102.0,4
489,-65.75,,-98.0,-102.0,4
490,-62.2,,-98.0,-102.0,4
491,-62.25,,-98.0,-102.0,4
492,-65.0,,-98.0,-102.0,4
493,-67.95,,-98.0,-102.0,4
494,-63.3,,-98.0,-102.45,4
495,-59.9,,-98.0,-98.75,4
496,-64.0,,-98.0,-98.0,4
497,-66.85,,-98.0,-98.0,4
498,-67.25,,-98.0,-98.0,4
499,-66.7,,-98.0,-98.0,4
500,-64.45,,-98.0,-98.0,4
501,-64.4,,-98.0,-98.0,4
502,-65.85,,-98.0,-98.0,4
503,-67.35,,-98.0,-98.0,4
504,-66.45,,-98.0,-98.0,4
505,-65.25,,-98.0,-98.0,4
506,-68.7,,-98.0,-98.0,4
507,-70.15,,-98.0,-98.0,4
508,-74.8,,-98.0,-98.0,4
509,-74.75,,-98.0,-99.75,4
510,-73.45,,-98.0,-103.0,4
511,-74.25,,-98.0,-103.0,4
512,-73.7,,-98.0,-103.0,4
513,-73.3,,-98.0,-103.0,4
514,-71.9,,-98.0,-103.0,4
515,-73.45,,-98.0,-103.0,4
516,-73.2,,-98.0,-104.6,4
517,-69.0,,-98.0,-105.0,4
518,-70.4,,-98.0,-105.0,4
519,-71.4,,-98.0,-105.0,4
520,-73.6,,-98.0,-105.0,4
521,-73.2,,-98.0,-105.0,4
522,-72.8,,-98.0,-105.0,4
523,-73.0,,-98.0,-105.0,4
524,-73.9,,-98.0,-105.0,4
525,-73.7,,-98.0,-105.0,4
526,-74.5,,-98.0,-105.0,4
527,-73.15,,-98.0,-105.0,4
528,-69.6,,-98.0,-105.0,4
529,-70.95,,-98.0,-105.0,4
530,-72.6,,-98.0,-105.0,4
531,-72.45,,-98.0,-105.0,4
532,-71.8,,-98.0,-105.0,4
533,-73.5,,-98.0,-105.0,4
534,-71.6,,-98.0,-105.0,4
535,-73.7,,-98.0,-105.0,4
536,-72.2,,-98.0,-105.0,4
537,-71.15,,-98.0,-105.0,4
538,-68.45,,-98.0,-105.0,4
539,-71.25,,-98.0,-105.0,4
540,-71.7,,-98.0,-105.0,4
541,-72.75,,-98.0,-105.0,4
542,-72.05,,-98.0,-105.0,4
543,-67.1,,-98.0,-105.0,4
544,-70.75,,-98.0,-97.9,4
545,-70.65,,-98.0,-101.65,4
546,-70.55,,-98.0,-104.0,4
547,-68.9,,-98.0,-103.0,4
548,-62.65,,-98.0,-101.7,4
549,-69.3,,-98.0,-102.4,4
550,-72.7,,-98.0,-102.0,4
551,-71.8,,-98.0,-102.05,4
552,-70.45,,-98.0,-103.0,4
553,-69.7,,-98.0,-103.0,4
554,-71.3,,-98.0,-103.0,4
555,-70.0,,-98.0,-103.0,4
556,-72.2,,-98.0,-103.0,4
557,-74.0,,-98.0,-103.0,4
558,-71.4,,-98.0,-103.0,4
559,-74.3,,-98.0,-103.0,4
560,-72.7,,-98.0,-103.0,4
561,-71.3,,-98.0,-103.0,4
562,-72.7,,-98.0,-103.0,4
563,-75.0,,-98.0,-103.0,4
564,-75.0,,-98.0,-103.0,4
565,-75.0,,-98.0,-103.0,4
566,-75.0,,-98.0,-103.0,4
567,-72.6,,-98.0,-103.0,4
568,-72.5,,-98.0,-103.0,4
569,-73.5,,-98.0,-103.0,4
570,-76.5,,-98.0,-103.0,4
571,-73.7,,-98.0,-103.0,4
572,-71.8,,-98.0,-103.0,4
573,-74.2,,-98.0,-103.0,4
574,-74.9,,-98.0,-103.0,4
575,-75.1,,-98.0,-103.0,4
576,-74.7,,-98.0,-103.0,3
577,-74.2,,-98.0,-103.0,3
578,-73.2,,-98.0,-103.0,3
579,-73.5,,-98.0,-103.0,3
580,-73.4,,-98.0,-103.0,5
581,-70.0,,-98.0,-103.0,5
582,-72.2,,-98.0,-103.0,5
583,-73.0,,-98.0,-103.0,5
584,-73.6,,-98.0,-103.0,5
585,-72.4,,-98.0,-103.0,5
586,-72.2,,-98.0,-103.0,5
587,-73.4,,-98.0,-103.0,5
588,-71.5,,-98.0,-103.0,5
589,-74.7,,-98.0,-103.0,5
590,-71.9,,-98.0,-103.0,5
591,-72.8,,-98.0,-103.0,5
592,-73.1,,-98.0,-103.0,5
593,-72.8,,-98.0,-103.0,5
594,-73.6,,-98.0,-103.0,5
595,-69.2,,-98.0,-103.0,5
596,-72.9,,-98.0,-103.0,5
597,-74.0,,-98.0,-103.0,5
598,-72.9,,-98.0,-103.0,5
599,-72.3,,-98.0,-103.0,5
600,-74.6,,-98.0,-103.0,5
601,-76.9,,-98.0,-103.0,5
602,-73.5,,-98.0,-103.0,5
603,-72.1,,-98.0,-103.0,5
604,-73.3,,-98.0,-103.0,5
605,-73.1,,-98.0,-103.0,5
606,-70.5,,-98.0,-103.0,5
607,-70.7,,-98.0,-103.0,5
608,-76.2,,-98.0,-103.0,5
609,-74.7,,-98.0,-103.0,5
610,-73.2,,-98.0,-103.0,5
611,-73.1,,-98.0,-103.0,5
612,-74.3,,-98.0,-103.0,5
613,-74.8,,-98.0,-103.0,5
614,-77.1,,-98.0,-103.0,5
615,-72.3,,-98.0,-103.0,5
616,-72.7,,-98.0,-103.0,5
617,-72.0,,-98.0,-103.0,5
618,-76.1,,-98.0,-103.0,5
619,-75.9,,-98.0,-103.0,5
620,-76.1,,-98.0,-103.0,5
621,-80.3,,-98.0,-103.0,5
622,-76.7,,-98.0,-103.0,5
623,-77.9,,-98.0,-103.0,5
624,-77.8,,-98.0,-103.0,5
625,-77.2,,-98.0,-103.0,5
626,-74.1,,-98.0,-103.0,5
627,-74.9,,-98.0,-103.0,5
628,-76.7,,-98.0,-103.0,5
629,-74.4,,-98.0,-103.0,5
630,-73.7,,-98.0,-103.0,5
631,-72.4,,-98.0,-103.0,5
632,-74.4,,-98.0,-103.0,5
633,-75.9,,-98.0,-103.0,5
634,-74.2,,-98.0,-103.0,5
635,-71.1,,-98.0,-103.0,5
636,-70.4,,-98.0,-103.0,5
637,-71.5,,-98.0,-103.0,5
638,-69.9,,-98.0,-103.0,5
639,-72.3,,-98.0,-103.0,5
640,-72.9,,-98.0,-103.0,5
641,-74.7,,-98.0,-103.0,5
642,-74.9,,-98.0,-103.0,5
643,-71.2,,-98.0,-103.0,5
644,-71.4,,-98.0,-103.0,5
645,-75.0,,-98.0,-103.0,5
646,-71.1,,-98.0,-103.0,5
647,-69.1,,-98.0,-103.0,5
648,-68.2,,-98.0,-103.0,5
649,-67.9,,-98.0,-103.0,5
650,-68.7,,-98.0,-103.0,5
651,-68.0,,-98.0,-103.0,5
652,-64.5,,-98.0,-103.0,5
653,-64.0,,-98.0,-103.0,5
654,-66.6,,-97.6,-103.0,5
655,-73.2,,-85.2,-103.0,5
656,-79.5,,-81.5,-101.5,5
657,-78.6,,-76.6,-98.6,5
658,-78.6,,-76.3,-89.2,5
659,-79.55,,-75.8,-95.4,5
660,-83.25,,-75.6,-100.55,5
661,-93.95,,-74.75,-96.0,5
662,-86.6,,-78.8,-95.6,5
663,-82.0,,-76.2,-92.0,5
664,-80.4,,-80.8,-87.8,5
665,-90.2,,-81.4,-91.4,5
666,-89.8,,-79.6,-97.2,5
667,-94.4,,-77.2,-92.0,5
668,-89.6,,-77.2,-81.6,5
669,-88.6,,-78.0,-98.8,5
670,-85.4,,-76.0,-98.4,5
671,-85.6,,-77.6,-95.2,5
672,-101.4,,-93.2,-95.4,5
673,-101.0,,-102.2,-87.2,5
674,-101.0,,-102.0,-88.8,5
675,-102.8,,-101.6,-97.4,5
676,-104.0,,-94.0,-98.0,5
677,-104.0,,-93.8,-85.6,5
678,-104.0,,-101.2,-91.4,5
679,-102.2,,-98.75,-86.6,5
680,-101.95,,-98.2,-88.8,5
681,-103.0,,-96.45,-86.65,5
682,-103.0,,-94.3,-96.7,5
683,-103.0,,-91.7,-100.35,5
684,-103.0,,-91.95,-100.0,5
685,-103.0,,-93.55,-99.7,5
686,-103.65,,-91.15,-90.9,5
687,-104.0,,-92.55,-90.65,5
688,-104.0,,-92.0,-87.25,5
689,-104.0,,-92.0,-97.0,5
690,-104.0,,-92.0,-92.7,5
691,-104.0,,-92.0,-90.7,5
692,-104.0,,-94.7,-90.3,5
693,-104.0,,-98.2,-97.6,5
