Kitchen_AP,Lounge_AP,Upstairs_AP,Study_AP
-99.0,,-99.7,-89.7
-99.0,,-95.9,-92.3
-97.0,,-94.0,-86.0
-99.1,,-94.0,-84.8
-96.0,,-94.0,-87.8
-99.6,,-94.6,-98.0
-97.65,,-95.8,-95.45
-95.0,,-94.9,-97.85
-95.15,,-95.55,-96.7
-98.45,,-95.65,-97.85
-97.9,,-95.9,-94.2
-98.4,,-95.45,-97.05
-97.8,,-95.4,-98.35
-97.0,,-95.2,-98.0
-97.9,,-95.3,-99.25
-103.0,,-96.75,-97.25
-103.0,,-99.8,-96.0
-103.0,,-98.7,-96.0
-103.0,,-97.65,-97.35
-103.0,,-96.85,-95.2
-103.0,,-100.6,-94.4
-101.95,,-100.4,-91.1
-100.0,,-96.8,-95.65
-100.0,,-98.0,-94.1
-100.0,,-98.0,-93.65
-100.0,,-98.0,-93.85
-100.0,,-99.1,-93.4
-100.0,,-100.0,-93.95
-100.0,,-96.25,-96.5
-100.0,,-99.95,-96.1
-97.8,,-94.15,-96.05
-96.0,,-93.75,-95.6
-96.0,,-98.0,-89.85
-96.0,,-98.0,-89.75
-96.0,,-98.0,-91.5
-96.0,,-98.0,-91.1
-96.0,,-98.0,-90.0
-96.0,,-98.0,-89.6
-96.15,,-98.0,-89.4
-97.0,,-98.0,-87.95
-97.0,,-99.0,-87.45
-99.0,,-100.4,-84.4
-99.0,,-98.6,-90.6
-99.0,,-101.0,-97.2
-99.0,,-101.0,-96.2
-99.0,,-101.0,-89.2
-102.0,,-101.0,-89.8
-102.0,,-101.0,-95.0
-102.0,,-101.0,-93.8
-102.0,,-101.0,-94.0
-102.0,,-101.0,-97.1
-102.0,,-101.0,-91.8
-102.0,,-101.0,-95.0
-102.0,,-101.0,-95.2
-102.0,,-101.0,-94.25
-102.0,,-101.0,-95.5
-102.0,,-101.0,-90.2
-102.0,,-101.0,-92.1
-102.0,,-101.0,-92.7
-102.0,,-101.0,-93.8
-98.3,,-101.0,-97.6
-94.4,,-101.0,-96.0
-97.9,,-101.0,-96.0
-96.7,,-101.0,-96.0
-95.5,,-101.0,-89.3
-94.0,,-101.0,-92.1
-94.0,,-101.0,-90.7
-94.0,,-101.0,-90.7
-94.0,,-101.0,-90.6
-94.0,,-101.0,-94.3
-94.0,,-101.0,-86.9
-94.0,,-101.0,-89.6
-94.0,,-101.0,-96.3
-94.0,,-101.0,-94.2
-94.0,,-99.3,-84.7
-94.0,,-102.0,-87.7
-94.0,,-102.0,-90.1
-94.0,,-102.0,-91.2
-94.0,,-102.0,-90.2
-94.0,,-102.0,-93.9
-95.5,,-102.0,-90.2
-97.7,,-102.0,-92.1
-98.0,,-96.6,-87.2
-98.0,,-96.0,-88.4
-98.0,,-96.0,-94.8
-98.0,,-96.0,-95.8
-98.0,,-96.0,-95.6
-98.0,,-96.0,-94.0
-98.0,,-96.0,-96.0
-98.0,,-96.0,-92.8
-98.0,,-96.0,-98.3
-98.0,,-96.0,-98.8
-98.0,,-96.0,-100.3
-98.0,,-96.0,-98.7
-98.0,,-96.0,-101.1
-98.0,,-96.0,-101.4
-98.0,,-96.0,-98.0
-98.0,,-96.0,-94.8
-98.0,,-96.0,-95.7
-98.0,,-96.0,-94.4
-98.0,,-96.0,-94.3
-98.0,,-96.0,-93.8
-98.0,,-96.0,-93.7
-98.0,,-96.0,-91.5
-98.0,,-96.0,-90.2
-98.0,,-96.0,-87.6
-99.5,,-96.0,-86.3
-101.0,,-96.0,-87.4
-101.0,,-96.0,-86.0
-101.95,,-96.0,-96.75
-102.0,,-96.0,-97.45
-102.0,,-96.0,-93.95
-102.0,,-96.0,-93.0
-102.0,,-96.0,-93.2
-102.0,,-96.0,-89.75
-98.2,,-96.0,-92.35
-98.0,,-96.0,-85.15
-98.0,,-96.0,-85.6
-98.0,,-96.0,-89.6
-98.0,,-96.0,-91.8
-98.0,,-96.0,-95.95
-98.0,,-96.0,-90.15
-98.0,,-96.0,-83.45
-98.0,,-96.0,-84.05
-98.0,,-96.0,-88.3
-98.0,,-96.0,-92.25
-98.0,,-96.0,-94.5
-98.0,,-96.0,-95.05
-98.0,,-96.0,-91.8
-101.2,,-96.0,-90.8
-102.0,,-96.0,-93.6
-102.0,,-96.0,-95.6
-102.0,,-96.0,-93.2
-102.0,,-96.0,-90.2
-102.0,,-96.8,-97.4
-102.0,,-98.4,-95.0
-102.0,,-99.0,-93.0
-102.0,,-99.6,-93.0
-102.0,,-101.6,-94.0
-102.0,,-100.8,-93.4
-103.0,,-102.0,-93.4
-103.0,,-102.4,-93.8
-103.0,,-103.4,-93.4
-103.0,,-103.0,-95.0
-103.0,,-103.0,-95.0
-103.0,,-103.0,-94.8
-103.0,,-103.0,-93.0
-103.0,,-103.0,-97.4
-102.0,,-103.0,-88.8
-99.4,,-103.0,-98.0
-99.0,,-103.0,-93.0
-99.0,,-103.0,-94.0
-99.0,,-103.0,-91.2
-99.8,,-102.6,-92.6
-94.4,,-101.0,-96.0
-90.0,,-101.0,-93.4
-90.0,,-101.0,-93.2
-90.0,,-101.0,-89.8
-90.0,,-101.0,-88.6
-90.0,,-101.0,-90.8
-90.0,,-101.0,-85.8
-90.0,,-101.0,-88.6
-90.0,,-101.0,-88.2
-90.0,,-101.0,-88.8
-90.0,,-101.0,-88.2
-90.0,,-101.0,-86.5
-90.0,,-101.0,-92.1
-90.0,,-101.0,-99.15
-90.0,,-101.0,-89.55
-90.0,,-101.0,-91.7
-90.0,,-101.0,-86.7
-90.0,,-101.0,-85.3
-90.0,,-101.0,-86.0
-90.0,,-101.0,-88.2
-90.0,,-101.0,-89.4
-90.0,,-101.0,-90.05
-90.0,,-101.0,-90.35
-90.0,,-95.25,-89.45
-90.0,,-94.6,-90.65
-90.0,,-96.2,-92.7
-93.75,,-95.1,-95.3
-102.3,,-96.25,-92.0
-100.3,,-97.4,-92.0
-101.0,,-98.7,-93.1
-101.0,,-99.0,-98.0
-101.0,,-99.0,-98.35
-101.0,,-98.6,-91.7
-97.6,,-93.05,-90.35
-97.0,,-97.95,-97.9
-97.0,,-99.0,-92.15
-97.0,,-99.0,-90.4
-97.0,,-99.0,-89.5
-97.0,,-99.0,-91.4
-97.0,,-99.0,-93.85
-97.0,,-99.0,-95.4
-97.0,,-99.0,-89.8
-97.0,,-99.25,-94.75
-98.0,,-100.0,-87.45
-101.0,,-100.0,-89.0
-101.0,,-100.0,-87.4
-101.0,,-100.0,-87.15
-101.0,,-100.0,-84.85
-101.0,,-100.0,-88.0
-101.0,,-100.0,-86.95
-101.0,,-100.0,-89.45
-101.0,,-100.0,-89.35
-101.0,,-100.0,-89.2
-101.0,,-100.0,-87.65
-101.0,,-100.0,-90.25
-101.0,,-100.0,-83.55
-101.0,,-100.0,-88.7
-101.0,,-100.0,-86.95
-101.0,,-100.0,-88.0
-101.0,,-99.1,-91.0
-101.0,,-99.75,-87.35
-101.0,,-95.3,-86.5
-101.0,,-95.0,-88.4
-101.0,,-95.0,-89.55
-101.0,,-95.0,-88.1
-101.0,,-95.0,-91.85
-101.0,,-95.0,-90.25
-101.0,,-95.0,-97.15
-101.0,,-95.0,-102.5
-101.0,,-95.0,-95.1
-101.0,,-95.0,-92.1
-101.0,,-95.0,-95.3
-101.0,,-95.0,-95.3
-101.0,,-95.0,-94.0
-101.0,,-95.0,-93.65
-101.0,,-96.8,-93.05
-101.0,,-99.0,-89.35
-101.0,,-99.0,-88.55
-101.0,,-99.0,-88.7
-101.0,,-99.0,-90.7
-101.0,,-99.0,-88.7
-101.0,,-99.0,-92.2
-101.0,,-99.0,-97.8
-101.0,,-100.25,-95.4
-101.0,,-104.0,-97.15
-101.0,,-104.0,-101.75
-101.0,,-104.0,-99.35
-101.0,,-104.0,-92.25
-101.0,,-104.0,-91.2
-101.0,,-104.0,-83.1
-101.0,,-104.0,-88.75
-101.0,,-104.0,-95.15
-101.0,,-104.0,-94.5
-101.0,,-104.0,-88.9
-100.95,,-104.0,-89.7
-99.5,,-103.7,-95.5
-98.0,,-97.6,-98.9
-98.0,,-99.15,-92.75
-98.0,,-97.0,-93.7
-103.1,,-95.7,-89.75
-104.0,,-94.5,-89.95
-99.75,,-93.0,-87.25
-99.0,,-95.5,-92.6
-99.0,,-98.35,-92.5
-99.0,,-97.4,-92.85
-99.0,,-97.3,-91.1
-99.0,,-92.0,-94.15
-99.0,,-92.0,-97.25
-99.0,,-92.0,-92.65
-99.0,,-92.0,-79.7
-99.0,,-96.55,-85.35
-99.75,,-90.05,-87.8
-100.95,,-95.35,-100.15
-94.8,,-84.3,-94.6
-95.85,,-93.05,-93.5
-94.1,,-89.5,-93.5
-84.25,,-84.1,-97.25
-72.1,,-71.8,-97.25
-73.55,,-73.65,-88.65
-73.3,,-75.4,-79.9
-76.9,,-75.65,-86.85
-69.85,,-76.95,-88.05
-70.65,,-80.05,-93.5
-67.55,,-90.8,-90.75
-69.7,,-98.2,-97.9
-74.45,,-96.75,-100.3
-72.8,,-78.5,-104.0
-71.85,,-77.55,-102.35
-71.3,,-83.0,-101.4
-69.15,,-91.75,-99.25
-71.3,,-96.6,-100.0
-67.5,,-98.3,-97.0
-68.65,,-97.0,-99.0
-69.4,,-97.0,-98.7
-71.7,,-97.0,-101.75
-70.4,,-97.0,-102.35
-73.4,,-97.0,-104.0
-72.9,,-97.0,-104.0
-72.0,,-97.0,-104.0
-70.8,,-97.0,-104.0
-70.45,,-97.0,-104.0
-71.05,,-97.0,-104.0
-69.8,,-97.0,-104.0
-70.2,,-97.0,-104.0
-69.6,,-97.0,-104.0
-72.85,,-97.0,-104.0
-72.15,,-97.0,-104.0
-74.55,,-97.0,-104.0
-73.25,,-97.0,-104.0
-73.85,,-97.0,-104.0
-73.15,,-97.0,-104.0
-72.0,,-97.0,-104.0
-69.0,,-97.0,-104.0
-68.6,,-97.0,-103.15
-69.25,,-97.0,-103.0
-68.6,,-97.0,-103.0
-61.6,,-96.8,-103.0
-60.35,,-89.6,-103.0
-58.65,,-95.8,-103.0
-62.55,,-96.15,-103.0
-70.5,,-97.7,-103.0
-81.0,,-95.05,-103.0
-77.6,,-92.75,-103.0
-69.9,,-99.95,-103.0
-62.85,,-100.8,-103.0
-60.6,,-100.1,-103.0
-58.35,,-101.15,-103.0
-64.9,,-100.95,-103.0
-67.6,,-101.0,-103.0
-67.9,,-99.05,-103.0
-61.25,,-98.25,-103.0
-59.85,,-99.0,-103.0
-58.1,,-99.2,-103.0
-61.45,,-99.0,-103.0
-65.75,,-99.0,-103.0
-64.75,,-99.0,-103.0
-61.1,,-99.0,-103.0
-63.65,,-92.45,-103.0
-64.4,,-91.2,-103.0
-70.2,,-85.95,-103.0
-80.4,,-90.65,-103.0
-64.55,,-98.9,-103.0
-61.9,,-95.45,-103.0
-63.75,,-88.4,-103.0
-74.05,,-95.05,-100.25
-69.65,,-100.0,-97.85
-70.85,,-100.0,-101.0
-72.75,,-100.0,-101.0
-70.1,,-100.0,-101.0
-72.9,,-100.0,-101.0
-75.1,,-100.0,-101.0
-77.7,,-100.0,-101.0
-75.6,,-100.0,-101.0
-73.35,,-100.0,-101.0
-75.7,,-100.0,-101.0
-76.5,,-100.0,-101.0
-73.85,,-100.0,-101.0
-75.0,,-100.0,-101.0
-71.85,,-100.0,-101.0
-67.3,,-100.0,-101.0
-59.75,,-100.0,-101.05
-63.0,,-100.0,-101.75
-64.7,,-100.0,-101.0
-59.1,,-100.0,-101.0
-60.2,,-100.0,-101.0
-61.5,,-100.0,-101.0
-59.8,,-100.0,-101.0
-59.1,,-100.0,-101.0
-60.9,,-100.0,-101.0
-61.5,,-100.0,-101.0
-66.1,,-100.0,-98.9
-67.0,,-100.0,-103.1
-66.4,,-100.0,-101.1
-67.0,,-100.0,-97.4
-67.8,,-100.0,-103.1
-67.7,,-98.5,-100.1
-70.3,,-97.0,-104.0
-70.0,,-97.0,-104.0
-72.0,,-97.0,-104.0
-74.0,,-97.0,-104.0
-73.7,,-97.0,-104.0
-72.9,,-97.0,-104.0
-70.7,,-97.0,-104.0
-64.2,,-97.0,-104.0
-67.2,,-97.0,-104.0
-69.2,,-97.0,-104.0
-71.2,,-97.0,-104.0
-73.4,,-97.0,-104.0
-72.45,,-97.0,-104.0
-71.6,,-97.0,-104.0
-71.05,,-97.0,-104.0
-71.0,,-97.0,-104.0
-70.8,,-97.0,-104.0
-69.8,,-97.0,-104.0
-68.8,,-97.0,-104.0
-68.8,,-97.0,-104.0
-69.0,,-97.0,-104.0
-68.6,,-97.0,-104.0
-70.9,,-97.0,-104.0
-74.15,,-97.0,-104.0
-70.15,,-97.0,-104.0
-72.5,,-97.0,-104.0
-74.45,,-97.0,-104.0
-72.3,,-97.0,-104.0
-71.8,,-97.0,-104.0
-71.85,,-97.0,-104.05
-70.2,,-97.0,-99.9
-70.85,,-97.0,-99.0
-72.1,,-97.0,-99.45
-76.25,,-97.0,-100.0
-73.6,,-97.0,-100.0
-71.1,,-97.0,-100.0
-72.2,,-97.0,-100.0
-72.75,,-97.0,-100.0
-69.35,,-97.0,-100.0
-67.0,,-97.0,-100.0
-67.45,,-97.0,-100.0
-68.55,,-97.0,-100.0
-67.65,,-97.0,-100.0
-71.6,,-97.0,-100.0
-70.95,,-97.0,-100.0
-69.45,,-97.0,-100.0
-67.7,,-97.0,-100.0
-72.0,,-97.0,-100.0
-70.05,,-97.0,-100.0
-66.35,,-97.0,-100.0
-67.05,,-97.0,-100.0
-73.0,,-97.0,-102.25
-64.9,,-97.0,-105.0
-62.55,,-100.15,-104.75
-66.7,,-95.45,-104.25
-74.85,,-79.35,-105.0
-76.5,,-80.2,-99.05
-78.85,,-79.05,-93.4
-79.45,,-81.3,-100.6
-79.0,,-81.8,-95.5
-83.6,,-76.3,-99.7
-83.0,,-76.9,-89.9
-91.9,,-77.3,-88.9
-86.2,,-83.0,-85.2
-82.6,,-85.6,-94.4
-89.3,,-93.3,-94.6
-103.8,,-95.5,-92.0
-101.2,,-99.3,-94.2
-101.0,,-96.0,-91.0
-101.0,,-91.0,-94.4
-101.3,,-91.4,-96.6
-95.1,,-90.9,-88.0
-96.4,,-87.4,-87.4
-95.6,,-89.7,-89.7
-97.7,,-89.0,-86.1
-104.0,,-95.3,-88.2
-95.6,,-95.5,-97.2
-98.9,,-94.7,-84.55
-101.2,,-91.2,-83.8
-99.15,,-98.6,-91.7
-99.35,,-90.25,-88.95
-97.8,,-95.2,-89.7
-87.65,,-85.2,-85.7
-93.9,,-87.7,-87.5
-93.95,,-90.75,-98.8
-94.45,,-92.95,-97.2
-97.0,,-93.7,-96.25
-97.0,,-94.0,-96.2
-97.0,,-94.0,-96.25
-97.0,,-94.0,-95.1
-97.0,,-96.8,-98.85
-97.0,,-102.0,-95.35
-97.0,,-98.25,-95.8
-97.0,,-97.0,-93.4
-97.0,,-97.0,-93.95
-97.0,,-97.0,-85.95
-97.0,,-100.05,-85.45
-97.0,,-100.0,-95.65
-97.0,,-100.0,-91.0
-97.0,,-100.0,-102.75
-97.0,,-100.0,-98.6
-97.0,,-100.0,-84.1
-97.0,,-100.0,-84.85
-97.0,,-100.0,-90.9
-97.0,,-100.55,-96.55
-97.0,,-101.55,-95.35
-97.0,,-99.15,-91.25
-97.0,,-99.0,-89.4
-97.0,,-99.0,-93.4
-97.0,,-99.0,-88.4
-97.0,,-99.0,-85.0
-97.0,,-97.0,-96.4
-97.0,,-97.0,-91.6
-97.0,,-97.0,-95.2
-97.0,,-97.0,-98.2
-97.0,,-97.0,-98.0
-97.0,,-97.0,-98.6
-97.0,,-97.0,-99.0
-97.0,,-97.0,-99.8
-97.0,,-97.0,-99.8
-97.0,,-97.0,-94.4
-97.0,,-97.0,-96.6
-97.0,,-98.0,-100.2
-100.8,,-98.6,-99.8
-98.0,,-102.0,-87.6
-98.0,,-103.8,-90.4
-98.0,,-99.6,-79.2
-98.0,,-93.8,-87.2
-98.0,,-93.0,-93.2
-98.0,,-97.0,-92.2
-98.0,,-103.0,-94.0
-98.0,,-103.0,-96.6
-98.0,,-103.0,-97.4
-98.0,,-103.0,-95.0
-98.0,,-103.0,-95.0
-98.0,,-103.0,-93.2
-98.0,,-103.0,-97.8
-98.0,,-103.0,-98.4
-98.0,,-103.4,-97.1
-98.0,,-104.45,-98.3
-98.0,,-105.0,-98.95
-98.0,,-101.85,-97.8
-98.0,,-98.0,-98.4
-98.0,,-98.0,-100.85
-98.0,,-100.7,-99.1
-98.0,,-104.0,-98.4
-98.0,,-104.0,-97.8
-98.0,,-104.0,-98.75
-98.0,,-104.0,-97.45
-98.0,,-104.0,-98.65
-98.0,,-104.0,-97.85
-98.0,,-104.0,-97.8
-98.0,,-104.0,-99.0
-98.0,,-104.0,-98.95
-98.0,,-104.0,-98.8
-98.0,,-104.0,-99.8
-98.0,,-104.0,-100.0
-98.0,,-104.0,-99.45
-98.0,,-104.0,-99.45
-99.95,,-104.0,-99.9
-100.8,,-104.0,-96.6
-101.0,,-104.0,-96.2
-101.0,,-104.0,-93.55
-101.0,,-104.0,-97.15
-101.0,,-104.0,-94.65
-101.0,,-104.0,-99.95
-101.0,,-104.0,-93.6
-101.0,,-104.0,-97.55
-101.0,,-104.0,-101.5
-101.0,,-104.0,-101.7
-101.0,,-104.0,-97.3
-101.0,,-103.15,-94.25
-101.0,,-99.6,-90.1
-101.0,,-99.0,-93.5
-101.0,,-99.0,-95.2
-101.0,,-97.2,-92.65
-101.0,,-95.0,-94.15
-101.0,,-95.0,-99.2
-101.0,,-98.8,-98.6
-101.0,,-98.0,-97.8
-101.0,,-96.65,-95.45
-101.0,,-96.0,-92.85
-101.0,,-97.9,-86.25
-101.0,,-94.85,-88.3
-101.0,,-96.2,-91.0
-99.0,,-95.75,-102.3
-95.15,,-88.45,-101.3
-94.15,,-93.5,-93.0
-98.6,,-88.75,-93.95
-99.1,,-91.2,-95.8
-97.65,,-92.1,-95.2
-97.0,,-95.5,-90.6
-98.0,,-93.3,-91.15
-94.0,,-92.9,-95.25
-90.55,,-87.4,-94.0
-93.2,,-88.9,-91.0
-94.25,,-89.85,-92.65
-97.95,,-96.25,-95.95
-100.25,,-91.5,-99.7
-97.95,,-86.4,-94.7
-73.2,,-74.55,-93.95
-74.4,,-74.3,-80.25
-71.2,,-81.3,-86.4
-74.3,,-79.0,-92.75
-72.8,,-75.05,-99.45
-70.7,,-83.05,-98.95
-71.0,,-91.8,-105.0
-64.45,,-98.95,-100.45
-68.15,,-102.0,-101.15
-71.35,,-102.0,-105.0
-74.15,,-102.0,-105.0
-73.55,,-102.0,-105.0
-66.45,,-102.0,-105.0
-68.85,,-103.15,-105.0
-68.95,,-95.25,-104.75
-71.75,,-82.2,-104.25
-75.1,,-81.75,-95.85
-74.7,,-86.1,-94.0
-69.85,,-95.0,-98.1
-70.1,,-95.0,-103.65
-71.9,,-95.0,-105.0
-71.15,,-95.0,-105.0
-73.25,,-95.0,-105.0
-68.7,,-95.0,-105.0
-71.25,,-95.0,-105.0
-74.25,,-95.0,-105.0
-74.6,,-95.0,-105.0
-67.6,,-95.0,-99.8
-64.65,,-95.0,-97.0
-67.05,,-95.0,-97.0
-69.95,,-95.0,-97.0
-67.2,,-95.25,-97.0
-69.9,,-100.0,-97.0
-72.75,,-100.0,-97.0
-74.65,,-100.0,-97.0
-73.75,,-100.0,-97.35
-64.0,,-100.0,-104.0
-67.7,,-100.0,-104.0
-70.25,,-100.0,-104.0
-68.15,,-100.0,-104.0
-72.55,,-100.0,-104.0
-69.2,,-100.0,-104.0
-70.6,,-100.0,-104.0
-72.25,,-100.0,-104.0
-74.35,,-100.0,-104.0
-73.55,,-100.0,-104.0
-72.75,,-100.0,-104.0
-71.35,,-100.0,-104.0
-72.0,,-100.0,-104.0
-72.05,,-100.0,-104.0
-70.55,,-100.0,-104.0
-71.25,,-100.0,-104.0
-74.05,,-100.0,-104.0
-71.4,,-100.0,-104.0
-74.8,,-100.0,-104.0
-72.6,,-100.0,-104.0
-70.35,,-100.0,-104.0
-71.55,,-100.0,-104.0
-71.1,,-100.0,-104.0
-70.4,,-100.0,-104.0
-69.8,,-100.0,-104.0
-70.4,,-100.0,-104.0
-71.8,,-100.0,-104.0
-74.6,,-100.0,-104.0
-72.5,,-100.0,-104.0
-76.0,,-100.0,-104.0
-77.8,,-100.0,-104.0
-78.7,,-100.0,-104.0
-77.2,,-100.0,-104.0
-79.2,,-100.0,-104.0
-74.45,,-100.0,-104.0
-74.7,,-100.0,-104.0
-78.1,,-100.0,-104.0
-72.25,,-100.0,-104.0
-71.5,,-100.0,-104.0
-71.85,,-100.0,-104.0
-73.5,,-100.0,-104.0
-72.55,,-100.0,-104.0
-74.4,,-100.0,-104.0
-70.2,,-100.0,-104.0
-73.35,,-100.0,-104.0
-75.45,,-100.0,-104.0
-74.0,,-100.0,-104.0
-69.1,,-100.0,-104.0
-71.5,,-100.0,-104.0
-70.95,,-100.0,-104.0
-72.9,,-100.0,-104.0
-73.75,,-100.0,-104.0
-73.3,,-100.0,-104.0
-71.7,,-100.0,-104.0
-72.85,,-100.0,-104.0
-72.75,,-100.0,-104.0
-73.0,,-100.0,-104.0
-72.2,,-100.0,-104.0
-67.65,,-100.0,-104.0
-73.25,,-100.0,-104.0
-71.3,,-100.0,-104.0
-72.3,,-100.0,-104.0
-73.7,,-100.0,-104.0
-75.35,,-100.0,-104.0
-76.05,,-100.0,-104.0
-71.3,,-100.0,-104.0
-66.7,,-100.0,-104.0
-69.45,,-100.0,-104.0
-63.25,,-100.0,-104.0
-63.9,,-100.0,-104.0
-64.65,,-100.0,-104.0
-66.8,,-100.0,-104.0
-66.75,,-100.0,-104.0
-67.0,,-100.0,-104.0
-66.6,,-100.0,-104.0
-63.8,,-95.95,-104.0
-66.35,,-88.45,-104.0
-78.7,,-80.75,-104.0
-82.0,,-87.25,-104.0
-88.45,,-80.6,-102.5
-88.5,,-84.45,-94.1
-77.4,,-81.55,-96.5
-74.9,,-79.55,-90.3
-87.2,,-81.15,-78.7
-95.05,,-73.55,-83.25
-94.55,,-70.7,-84.15
-94.1,,-70.8,-84.5
-87.0,,-75.35,-84.3
-94.7,,-77.25,-87.95
-101.7,,-71.7,-87.0
-102.55,,-69.75,-89.25
-103.7,,-66.75,-93.95
-98.2,,-56.6,-98.55
-98.0,,-56.45,-98.5
-98.0,,-60.8,-99.05
-98.0,,-61.25,-105.0
-99.75,,-67.8,-95.05
-103.0,,-73.95,-100.0
-103.0,,-70.6,-100.0
-103.0,,-76.6,-100.0
-103.0,,-79.6,-100.0
-103.0,,-89.2,-100.0
-103.0,,-85.15,-100.0
-103.0,,-81.85,-100.0
-103.0,,-76.85,-100.95
-103.0,,-81.1,-101.0
-103.0,,-79.8,-101.0
-103.0,,-85.75,-101.0
-103.0,,-85.95,-101.75
-103.0,,-83.95,-102.3
-103.0,,-84.7,-104.35
-103.0,,-89.5,-105.0
-103.0,,-85.0,-105.0
-103.0,,-86.9,-105.0
-103.0,,-86.9,-103.35
-103.0,,-89.35,-102.0
-103.0,,-84.45,-102.0
-103.0,,-79.6,-102.0
-103.0,,-80.75,-102.0
-103.0,,-83.85,-102.0
-103.0,,-85.6,-102.0
-103.0,,-92.9,-102.0
-103.0,,-95.05,-102.0
-103.0,,-92.55,-102.0
-103.0,,-84.2,-102.0
-103.0,,-86.65,-102.0
-103.0,,-91.1,-102.0
-103.0,,-95.45,-102.0
-103.0,,-94.6,-102.0
-103.0,,-97.35,-102.0
-103.0,,-91.25,-102.0
-103.0,,-90.25,-102.0
-103.0,,-89.05,-102.0
-103.0,,-91.0,-102.3
-103.0,,-98.95,-97.35
-103.0,,-98.0,-97.0
-103.0,,-98.6,-97.0
-103.0,,-98.95,-102.25
-103.0,,-98.5,-104.0
-103.0,,-98.9,-104.0
-103.0,,-99.4,-104.0
-103.0,,-97.6,-104.0
-103.0,,-101.4,-104.0
-103.0,,-101.2,-104.0
-103.0,,-96.3,-104.0
-103.0,,-94.5,-104.0
-103.0,,-98.5,-104.0
-103.0,,-94.0,-104.0
-103.0,,-85.8,-104.0
-103.0,,-87.5,-104.0
-103.0,,-87.9,-104.0
-103.0,,-86.4,-104.0
-103.0,,-91.6,-104.0
-103.0,,-95.05,-97.5
-103.0,,-93.8,-95.75
-103.0,,-95.0,-97.3
-103.0,,-95.45,-98.9
-103.0,,-95.1,-99.0
-103.0,,-90.0,-99.0
-103.0,,-91.45,-99.0
-103.0,,-94.75,-99.0
-103.0,,-96.65,-99.0
-103.0,,-99.35,-99.0
-103.0,,-95.6,-99.0
-103.0,,-93.55,-99.0
-103.0,,-94.6,-99.0
-103.0,,-98.65,-99.0
-103.0,,-99.5,-99.0
-103.0,,-100.25,-99.0
-103.0,,-94.1,-99.0
-103.0,,-98.95,-99.0
-103.0,,-98.55,-99.0
-103.0,,-99.55,-99.0
-103.0,,-99.8,-99.0
-103.0,,-96.3,-99.0
-103.0,,-94.2,-99.0
-103.0,,-97.7,-99.0
-103.0,,-98.15,-99.0
-103.0,,-99.1,-99.0
-103.0,,-98.7,-99.0
-103.0,,-94.75,-99.45
-103.0,,-96.85,-102.0
-103.0,,-92.1,-102.0
-103.0,,-96.0,-102.0
-103.0,,-98.85,-102.0
-103.0,,-98.0,-102.0
-103.0,,-98.4,-102.0
-103.0,,-100.0,-102.0
-103.0,,-95.0,-102.0
-103.0,,-95.4,-102.0
-103.0,,-96.0,-102.0
-103.0,,-87.0,-102.0
-103.0,,-87.4,-102.0
-103.0,,-92.4,-102.0
-103.0,,-96.2,-102.0
-103.0,,-92.4,-102.0
-103.0,,-93.4,-102.0
-103.0,,-96.6,-102.0
-103.0,,-95.6,-102.0
-103.0,,-97.2,-102.0
