Seconds,Kitchen_AP,Lounge_AP,Upstairs_AP,Study_AP,Room
64,-79.9,,-79.7,-79.4,-1
65,-80.6,,-79.2,-79.4,-1
66,-84.9,,-80.7,-79.2,-1
67,-87.1,,-82.8,-84.9,-1
68,-80.0,,-76.1,-81.3,-1
69,-78.0,,-76.9,-84.4,-1
70,-77.6,,-77.6,-85.6,-1
71,-75.9,,-78.9,-81.6,-1
72,-76.5,,-79.4,-81.2,-1
73,-75.8,,-78.9,-83.6,-1
74,-75.0,,-77.8,-82.2,-1
75,-75.0,,-77.9,-84.9,-1
76,-75.8,,-78.8,-89.9,-1
77,-77.4,,-79.0,-84.8,-1
78,-77.6,,-78.7,-82.2,-1
79,-77.9,,-78.0,-87.4,-1
80,-86.9,,-81.4,-88.7,-1
81,-83.4,,-81.8,-86.7,-1
82,-76.6,,-78.6,-83.7,-1
83,-76.7,,-78.4,-80.2,-1
84,-76.6,,-78.4,-81.7,-1
85,-80.6,,-87.3,-81.2,-1
86,-92.0,,-84.7,-85.3,-1
87,-86.1,,-83.1,-85.0,-1
88,-96.6,,-93.6,-97.5,-1
89,-101.6,,-96.8,-95.0,-1
90,-97.5,,-91.7,-97.4,-1
91,-90.7,,-89.0,-96.3,3
92,-92.8,,-92.3,-98.5,3
93,-97.0,,-97.7,-90.5,-1
94,-95.0,,-98.0,-88.8,-1
95,-95.0,,-100.8,-89.1,-1
96,-95.0,,-102.2,-90.4,5
97,-95.0,,-100.0,-92.6,5
98,-95.0,,-100.0,-86.9,5
99,-95.0,,-100.0,-87.2,5
100,-95.0,,-100.0,-91.4,5
101,-95.0,,-100.0,-90.6,5
102,-95.0,,-100.0,-89.5,5
103,-95.0,,-100.0,-86.5,5
104,-99.9,,-99.8,-90.6,5
105,-103.8,,-98.1,-96.0,5
106,-101.4,,-97.4,-95.3,-1
107,-98.0,,-99.7,-91.5,-1
108,-98.0,,-102.4,-92.4,-1
109,-98.0,,-97.7,-96.4,-1
110,-98.0,,-101.0,-90.3,5
111,-98.0,,-103.2,-86.9,5
112,-99.5,,-105.0,-94.3,5
113,-103.0,,-103.3,-93.7,5
114,-103.0,,-100.0,-86.9,5
115,-103.0,,-100.0,-89.2,5
116,-98.1,,-100.0,-88.4,5
117,-100.5,,-98.6,-85.6,5
118,-99.8,,-98.0,-93.6,5
119,-97.0,,-98.0,-93.4,5
120,-99.3,,-98.0,-93.8,5
121,-102.0,,-98.0,-89.0,5
122,-102.6,,-99.8,-82.4,5
123,-104.0,,-100.0,-82.6,5
124,-104.0,,-100.0,-82.1,5
125,-104.0,,-100.0,-84.0,5
126,-104.0,,-100.0,-81.4,5
127,-104.0,,-100.0,-81.9,5
128,-104.0,,-100.0,-81.3,5
129,-104.0,,-100.0,-81.6,5
130,-103.4,,-100.0,-85.6,5
131,-98.0,,-100.0,-87.9,5
132,-98.0,,-100.0,-82.8,-1
133,-98.0,,-100.0,-82.3,-1
134,-98.0,,-100.0,-85.1,-1
135,-98.0,,-100.0,-85.3,-1
136,-98.0,,-100.0,-85.9,-1
137,-98.0,,-100.0,-86.0,-1
138,-98.0,,-100.0,-86.0,-1
139,-98.0,,-100.0,-86.0,-1
140,-98.0,,-100.0,-90.6,-1
141,-98.0,,-100.0,-96.2,-1
142,-98.0,,-100.0,-92.6,-1
143,-98.0,,-100.0,-84.6,-1
144,-98.0,,-100.0,-86.2,-1
145,-98.0,,-100.0,-86.4,-1
146,-98.0,,-100.0,-86.0,-1
147,-98.0,,-100.0,-85.8,-1
148,-98.0,,-100.0,-85.7,-1
149,-98.0,,-100.0,-88.1,-1
150,-98.0,,-100.0,-90.2,5
151,-98.0,,-100.0,-90.3,5
152,-98.0,,-100.0,-83.45,-1
153,-98.0,,-100.0,-85.3,-1
154,-98.0,,-100.0,-86.85,-1
155,-98.0,,-100.0,-89.95,-1
156,-98.0,,-100.0,-85.85,-1
157,-98.0,,-100.0,-84.2,-1
158,-98.0,,-100.0,-84.8,-1
159,-98.0,,-100.0,-84.25,-1
160,-98.0,,-100.0,-84.2,5
161,-98.0,,-100.0,-84.3,5
162,-98.0,,-99.55,-97.0,5
163,-98.0,,-97.0,-94.2,5
164,-98.0,,-97.0,-85.55,5
165,-98.0,,-97.0,-84.25,5
166,-98.0,,-97.0,-90.05,-1
167,-98.0,,-97.0,-91.1,-1
168,-98.0,,-97.0,-91.35,-1
169,-98.0,,-97.0,-90.7,-1
170,-98.0,,-97.0,-91.15,-1
171,-94.2,,-97.0,-91.6,-1
172,-94.0,,-97.0,-102.45,-1
173,-94.0,,-97.0,-102.55,5
174,-94.0,,-97.0,-94.5,5
175,-94.0,,-97.0,-93.4,5
176,-94.0,,-97.75,-89.2,5
177,-94.0,,-101.35,-89.35,5
178,-94.0,,-102.05,-89.25,5
179,-94.0,,-102.3,-89.2,5
180,-94.0,,-102.15,-88.5,-1
181,-94.0,,-101.0,-90.05,-1
182,-94.0,,-101.0,-85.35,-1
183,-94.0,,-101.0,-88.05,-1
184,-94.0,,-101.0,-88.9,-1
185,-94.0,,-101.0,-93.45,-1
186,-94.0,,-101.0,-99.0,-1
187,-94.0,,-101.0,-97.75,-1
188,-94.0,,-101.0,-95.15,-1
189,-94.0,,-101.0,-95.35,-1
190,-94.0,,-101.0,-95.0,-1
191,-94.0,,-101.0,-99.6,-1
192,-94.0,,-101.0,-97.2,-1
193,-94.0,,-101.0,-88.45,-1
194,-94.0,,-101.0,-92.05,-1
195,-94.0,,-101.0,-83.65,-1
196,-94.0,,-101.0,-87.8,-1
197,-94.0,,-101.0,-84.8,-1
198,-94.0,,-101.0,-80.8,-1
199,-94.0,,-101.0,-79.4,-1
200,-94.0,,-101.0,-78.8,-1
201,-94.0,,-101.0,-89.8,-1
202,-94.0,,-101.0,-89.4,-1
203,-94.0,,-101.0,-88.0,-1
204,-94.0,,-101.0,-85.8,-1
205,-94.0,,-101.0,-88.2,-1
206,-94.0,,-101.0,-87.8,-1
207,-94.0,,-101.0,-82.6,-1
208,-94.0,,-101.0,-81.4,-1
209,-94.0,,-101.0,-80.0,-1
210,-94.0,,-101.0,-80.0,5
211,-94.0,,-101.0,-84.8,5
212,-94.0,,-101.0,-99.0,5
213,-94.0,,-101.0,-90.8,5
214,-94.0,,-101.0,-90.8,5
215,-94.0,,-101.0,-90.0,5
216,-94.0,,-101.0,-90.2,5
217,-94.0,,-100.0,-95.2,5
218,-94.0,,-99.6,-95.8,5
219,-94.0,,-100.0,-97.6,5
220,-94.0,,-100.0,-97.2,-1
221,-94.0,,-100.0,-97.2,5
222,-94.0,,-99.2,-92.0,5
223,-94.0,,-99.0,-92.2,5
224,-94.0,,-99.0,-96.0,5
225,-94.0,,-100.0,-94.6,5
226,-94.0,,-101.0,-95.4,5
227,-94.0,,-101.0,-96.0,5
228,-94.0,,-101.0,-95.8,5
229,-94.0,,-100.4,-92.8,5
230,-98.0,,-98.0,-94.4,5
231,-104.0,,-98.4,-91.2,5
232,-104.0,,-98.0,-89.6,5
233,-104.0,,-97.8,-90.4,5
234,-104.0,,-98.0,-89.0,5
235,-104.0,,-102.0,-90.8,5
236,-104.0,,-102.0,-88.2,5
237,-104.0,,-102.0,-94.2,5
238,-104.0,,-102.0,-97.0,5
239,-104.0,,-102.0,-94.8,5
240,-104.0,,-102.0,-93.2,-1
241,-104.0,,-102.0,-94.0,-1
242,-104.0,,-102.0,-93.8,-1
243,-104.0,,-102.0,-86.8,-1
244,-104.0,,-103.0,-86.25,-1
245,-104.0,,-103.0,-87.2,-1
246,-104.0,,-103.0,-83.9,-1
247,-104.0,,-103.0,-87.4,-1
248,-104.0,,-103.0,-82.3,-1
249,-104.0,,-103.0,-85.2,-1
250,-104.0,,-103.0,-84.15,-1
251,-104.0,,-103.0,-85.45,-1
252,-104.0,,-103.0,-91.35,-1
253,-104.0,,-103.0,-91.65,-1
254,-104.0,,-103.0,-92.0,-1
255,-104.0,,-103.0,-92.5,-1
256,-104.0,,-103.0,-92.3,-1
257,-104.0,,-103.0,-88.6,-1
258,-104.0,,-103.0,-84.8,-1
259,-104.0,,-103.0,-81.35,-1
260,-103.0,,-103.0,-81.8,-1
261,-102.55,,-103.0,-81.2,-1
262,-103.0,,-103.0,-82.9,-1
263,-103.0,,-102.7,-91.55,-1
264,-103.0,,-97.0,-96.85,-1
265,-103.0,,-97.0,-90.15,-1
266,-103.0,,-97.1,-92.9,-1
267,-102.4,,-99.75,-95.65,-1
268,-103.0,,-98.0,-96.35,-1
269,-103.0,,-98.0,-96.05,-1
270,-103.0,,-98.0,-97.8,5
271,-103.0,,-98.0,-96.15,5
272,-103.0,,-98.15,-95.8,5
273,-103.0,,-97.0,-92.95,5
274,-103.0,,-97.75,-92.75,5
275,-103.0,,-100.0,-91.65,5
276,-103.0,,-99.75,-94.35,5
277,-103.0,,-99.0,-88.6,5
278,-103.0,,-100.65,-91.5,5
279,-101.05,,-98.55,-88.25,5
280,-99.95,,-100.85,-93.0,-1
281,-99.0,,-101.1,-91.15,-1
282,-99.0,,-102.0,-87.8,-1
283,-99.0,,-102.0,-88.0,-1
284,-99.0,,-100.3,-88.2,5
285,-99.0,,-100.9,-88.55,5
286,-99.0,,-102.0,-90.9,5
287,-99.0,,-102.0,-93.85,5
288,-99.0,,-102.0,-92.6,5
289,-99.0,,-102.0,-96.55,5
290,-99.0,,-102.0,-98.65,5
291,-99.0,,-102.0,-97.55,5
292,-99.0,,-102.0,-93.9,5
293,-99.0,,-101.95,-85.95,5
294,-99.0,,-101.0,-90.6,-1
295,-99.0,,-101.0,-88.7,5
296,-99.0,,-101.0,-86.4,5
297,-99.0,,-101.0,-86.25,5
298,-99.0,,-101.0,-80.75,5
299,-99.0,,-101.0,-79.35,5
300,-99.0,,-101.0,-80.6,-1
301,-99.0,,-101.0,-79.85,-1
302,-99.0,,-101.0,-81.1,-1
303,-101.6,,-101.0,-89.9,-1
304,-103.0,,-101.0,-94.05,-1
305,-103.0,,-101.0,-90.0,-1
306,-103.0,,-101.0,-89.15,-1
307,-103.0,,-101.0,-88.2,-1
308,-103.0,,-101.0,-88.5,-1
309,-103.0,,-101.0,-80.4,-1
310,-103.0,,-101.0,-82.25,-1
311,-103.0,,-101.0,-82.55,-1
312,-103.0,,-101.0,-82.6,-1
313,-103.0,,-101.0,-82.0,-1
314,-103.0,,-101.0,-92.5,-1
315,-101.05,,-101.0,-98.7,-1
316,-100.0,,-101.0,-89.85,-1
317,-100.0,,-101.0,-92.8,-1
318,-100.0,,-101.0,-94.5,-1
319,-100.0,,-101.0,-89.6,-1
320,-100.0,,-100.8,-86.1,-1
321,-100.0,,-99.7,-93.2,-1
322,-100.0,,-100.0,-90.8,-1
323,-100.0,,-101.5,-92.8,-1
324,-100.0,,-103.0,-93.2,-1
325,-100.0,,-103.0,-95.3,-1
326,-100.0,,-103.0,-97.3,-1
327,-100.0,,-103.0,-93.8,-1
328,-100.0,,-103.0,-91.7,-1
329,-100.0,,-103.0,-92.3,-1
330,-100.0,,-103.0,-89.1,-1
331,-100.0,,-102.9,-89.7,-1
332,-100.0,,-104.0,-90.8,-1
333,-100.0,,-104.0,-90.6,-1
334,-100.0,,-104.0,-94.3,5
335,-100.0,,-101.6,-96.1,5
336,-100.0,,-98.0,-91.2,5
337,-100.0,,-98.0,-95.1,5
338,-100.0,,-98.0,-90.3,5
339,-100.0,,-98.0,-90.8,5
340,-100.0,,-98.0,-89.7,5
341,-100.0,,-98.0,-88.7,-1
342,-100.0,,-98.0,-89.7,-1
343,-100.0,,-98.0,-92.5,-1
344,-100.0,,-98.0,-90.0,-1
345,-100.0,,-98.0,-90.0,-1
346,-100.0,,-98.0,-90.0,-1
347,-100.0,,-98.0,-91.0,-1
348,-100.0,,-98.0,-92.6,-1
349,-100.0,,-98.0,-87.4,-1
350,-100.0,,-98.0,-85.2,-1
351,-100.0,,-98.0,-87.1,-1
352,-100.0,,-98.0,-87.5,-1
353,-100.0,,-98.0,-87.6,-1
354,-100.0,,-98.0,-86.5,5
355,-100.0,,-98.0,-83.7,5
356,-100.0,,-98.0,-83.6,5
357,-100.0,,-98.0,-83.3,5
358,-100.0,,-98.0,-83.8,5
359,-100.0,,-98.0,-85.7,5
360,-100.0,,-98.0,-92.4,-1
361,-100.0,,-98.0,-89.3,-1
362,-100.0,,-98.0,-86.0,-1
363,-100.0,,-98.0,-85.45,-1
364,-100.0,,-98.0,-87.4,5
365,-100.0,,-98.0,-82.5,5
366,-100.0,,-98.0,-80.0,5
367,-100.0,,-98.0,-79.55,5
368,-100.0,,-98.0,-79.05,5
369,-100.0,,-98.0,-79.15,5
370,-100.35,,-98.0,-86.5,-1
371,-101.0,,-98.3,-93.75,-1
372,-101.0,,-100.6,-91.25,-1
373,-101.0,,-104.0,-92.85,-1
374,-101.0,,-104.0,-94.05,-1
375,-101.0,,-101.5,-92.4,-1
376,-101.0,,-101.5,-90.0,-1
377,-101.0,,-100.0,-88.0,-1
378,-101.0,,-99.8,-88.2,-1
379,-101.0,,-100.0,-87.8,-1
380,-101.0,,-98.7,-89.7,-1
381,-101.0,,-98.3,-94.2,-1
382,-101.0,,-97.6,-86.75,-1
383,-101.0,,-96.2,-90.4,-1
384,-101.0,,-96.0,-93.0,-1
385,-101.0,,-96.0,-96.7,-1
386,-101.0,,-97.1,-92.95,-1
387,-101.0,,-98.0,-89.45,-1
388,-101.0,,-98.0,-90.5,-1
389,-101.0,,-98.0,-93.1,-1
390,-101.0,,-98.0,-90.85,-1
391,-101.0,,-98.0,-88.5,-1
392,-101.0,,-98.0,-84.25,-1
393,-101.0,,-98.0,-88.7,-1
394,-101.0,,-98.0,-91.7,5
395,-101.0,,-98.0,-96.6,5
396,-101.0,,-98.0,-97.6,5
397,-101.35,,-98.0,-89.4,5
398,-102.0,,-96.95,-82.45,-1
399,-103.1,,-94.75,-82.8,-1
400,-87.65,,-87.6,-84.5,-1
401,-89.15,,-87.65,-80.4,-1
402,-97.1,,-94.25,-90.85,-1
403,-98.7,,-89.05,-97.55,-1
404,-74.6,,-77.6,-95.0,5
405,-72.15,,-75.2,-89.1,5
406,-71.95,,-72.85,-91.0,5
407,-76.25,,-76.8,-96.0,-1
408,-73.1,,-76.25,-98.1,-1
409,-69.2,,-74.75,-98.6,-1
410,-70.65,,-79.35,-94.4,-1
411,-78.1,,-76.75,-88.3,-1
412,-75.35,,-78.2,-90.75,-1
413,-71.6,,-81.9,-96.3,-1
414,-63.8,,-93.7,-99.4,5
415,-64.6,,-98.0,-99.25,5
416,-70.6,,-98.0,-98.55,5
417,-70.9,,-98.0,-95.0,-1
418,-68.95,,-98.0,-95.0,-1
419,-70.05,,-98.0,-95.0,-1
420,-75.2,,-98.0,-95.0,-1
421,-70.65,,-98.0,-95.0,-1
422,-71.05,,-98.0,-95.0,-1
423,-69.25,,-98.0,-95.0,-1
424,-72.7,,-98.0,-95.0,5
425,-69.25,,-98.0,-95.0,5
426,-69.95,,-98.0,-95.0,5
427,-69.65,,-98.0,-95.0,5
428,-69.75,,-98.0,-95.0,5
429,-70.4,,-98.0,-95.0,5
430,-69.7,,-98.0,-95.0,-1
431,-66.35,,-98.0,-95.0,-1
432,-72.55,,-98.0,-95.0,-1
433,-66.65,,-98.0,-95.0,-1
434,-62.6,,-101.65,-95.0,-1
435,-62.85,,-102.15,-95.0,-1
436,-67.05,,-102.0,-95.0,-1
437,-69.45,,-102.0,-95.0,-1
438,-67.85,,-98.2,-95.0,-1
439,-67.2,,-99.25,-95.0,-1
440,-68.15,,-105.0,-95.0,-1
441,-60.15,,-104.05,-95.0,-1
442,-61.0,,-104.0,-95.0,-1
443,-62.0,,-104.0,-101.65,-1
444,-60.85,,-104.0,-102.0,-1
445,-58.55,,-104.0,-102.3,-1
446,-61.1,,-104.0,-104.0,-1
447,-62.0,,-104.0,-104.0,-1
448,-59.85,,-104.0,-104.0,-1
449,-67.9,,-99.5,-104.0,-1
450,-66.05,,-98.0,-104.0,-1
451,-69.75,,-98.0,-104.0,-1
452,-70.0,,-98.0,-104.0,-1
453,-72.05,,-98.0,-104.0,-1
454,-69.2,,-98.0,-103.3,-1
455,-74.35,,-98.0,-102.0,-1
456,-75.25,,-98.0,-102.0,-1
457,-72.5,,-98.0,-102.0,-1
458,-72.9,,-98.0,-102.0,-1
459,-74.55,,-98.0,-102.0,5
460,-74.8,,-98.0,-102.0,5
461,-70.8,,-98.0,-102.0,5
462,-69.45,,-98.0,-102.0,5
463,-68.65,,-98.0,-102.0,5
464,-70.85,,-98.0,-102.0,5
465,-73.4,,-98.0,-102.0,5
466,-74.15,,-98.0,-102.0,5
467,-73.05,,-98.0,-102.0,5
468,-73.85,,-98.0,-102.0,5
469,-69.85,,-98.0,-102.0,5
470,-72.85,,-98.0,-102.0,3
471,-73.8,,-98.0,-102.0,3
472,-75.7,,-98.0,-102.0,3
473,-73.5,,-98.0,-102.0,3
474,-72.45,,-98.0,-102.0,3
475,-69.75,,-98.0,-102.0,3
476,-75.25,,-98.0,-102.0,3
477,-72.7,,-98.0,-102.0,3
478,-70.3,,-98.0,-102.0,3
479,-70.35,,-98.0,-102.0,3
480,-71.45,,-98.0,-102.0,4
481,-69.95,,-98.0,-102.0,4
482,-71.3,,-98.0,-102.0,4
483,-77.6,,-98.0,-102.0,4
484,-71.4,,-98.0,-102.0,4
485,-71.4,,-98.0,-102.0,4
486,-67.6,,-98.0,-102.0,4
487,-66.7,,-98.0,-102.0,4
488,-68.0,,-98.0,-102.0,4
489,-65.75,,-98.0,-102.0,4
490,-62.2,,-98.0,-102.0,-1
491,-62.25,,-98.0,-102.0,-1
492,-65.0,,-98.0,-102.0,-1
493,-67.95,,-98.0,-102.0,-1
494,-63.3,,-98.0,-102.45,-1
495,-59.9,,-98.0,-98.75,-1
496,-64.0,,-98.0,-98.0,-1
497,-66.85,,-98.0,-98.0,-1
498,-67.25,,-98.0,-98.0,-1
499,-66.7,,-98.0,-98.0,-1
500,-64.45,,-98.0,-98.0,4
501,-64.4,,-98.0,-98.0,4
502,-65.85,,-98.0,-98.0,4
503,-67.35,,-98.0,-98.0,4
504,-66.45,,-98.0,-98.0,4
505,-65.25,,-98.0,-98.0,4
506,-68.7,,-98.0,-98.0,4
507,-70.15,,-98.0,-98.0,4
508,-74.8,,-98.0,-98.0,4
509,-74.75,,-98.0,-99.75,4
510,-73.45,,-98.0,-103.0,-1
511,-74.25,,-98.0,-103.0,-1
512,-73.7,,-98.0,-103.0,-1
513,-73.3,,-98.0,-103.0,-1
514,-71.9,,-98.0,-103.0,-1
515,-73.45,,-98.0,-103.0,-1
516,-73.2,,-98.0,-104.6,4
517,-69.0,,-98.0,-105.0,-1
518,-70.4,,-98.0,-105.0,4
519,-71.4,,-98.0,-105.0,4
520,-73.6,,-98.0,-105.0,4
521,-73.2,,-98.0,-105.0,4
522,-72.8,,-98.0,-105.0,-1
523,-73.0,,-98.0,-105.0,-1
524,-73.9,,-98.0,-105.0,-1
525,-73.7,,-98.0,-105.0,-1
526,-74.5,,-98.0,-105.0,4
527,-73.15,,-98.0,-105.0,4
528,-69.6,,-98.0,-105.0,-1
529,-70.95,,-98.0,-105.0,-1
530,-72.6,,-98.0,-105.0,-1
531,-72.45,,-98.0,-105.0,-1
532,-71.8,,-98.0,-105.0,-1
533,-73.5,,-98.0,-105.0,-1
534,-71.6,,-98.0,-105.0,-1
535,-73.7,,-98.0,-105.0,-1
536,-72.2,,-98.0,-105.0,-1
537,-71.15,,-98.0,-105.0,-1
538,-68.45,,-98.0,-105.0,-1
539,-71.25,,-98.0,-105.0,-1
540,-71.7,,-98.0,-105.0,-1
541,-72.75,,-98.0,-105.0,-1
542,-72.05,,-98.0,-105.0,-1
543,-67.1,,-98.0,-105.0,-1
544,-70.75,,-98.0,-97.9,-1
545,-70.65,,-98.0,-101.65,-1
546,-70.55,,-98.0,-104.0,-1
547,-68.9,,-98.0,-103.0,-1
548,-62.65,,-98.0,-101.7,-1
549,-69.3,,-98.0,-102.4,-1
550,-72.7,,-98.0,-102.0,-1
551,-71.8,,-98.0,-102.05,-1
552,-70.45,,-98.0,-103.0,-1
553,-69.7,,-98.0,-103.0,-1
554,-71.3,,-98.0,-103.0,-1
555,-70.0,,-98.0,-103.0,-1
556,-72.2,,-98.0,-103.0,-1
557,-74.0,,-98.0,-103.0,-1
558,-71.4,,-98.0,-103.0,-1
559,-74.3,,-98.0,-103.0,-1
560,-72.7,,-98.0,-103.0,-1
561,-71.3,,-98.0,-103.0,-1
562,-72.7,,-98.0,-103.0,-1
563,-75.0,,-98.0,-103.0,-1
564,-75.0,,-98.0,-103.0,-1
565,-75.0,,-98.0,-103.0,-1
566,-75.0,,-98.0,-103.0,-1
567,-72.6,,-98.0,-103.0,-1
568,-72.5,,-98.0,-103.0,-1
569,-73.5,,-98.0,-103.0,-1
570,-76.5,,-98.0,-103.0,-1
571,-73.7,,-98.0,-103.0,-1
572,-71.8,,-98.0,-103.0,-1
573,-74.2,,-98.0,-103.0,-1
574,-74.9,,-98.0,-103.0,-1
575,-75.1,,-98.0,-103.0,-1
576,-74.7,,-98.0,-103.0,-1
577,-74.2,,-98.0,-103.0,-1
578,-73.2,,-98.0,-103.0,-1
579,-73.5,,-98.0,-103.0,-1
580,-73.4,,-98.0,-103.0,-1
581,-70.0,,-98.0,-103.0,-1
582,-72.2,,-98.0,-103.0,-1
583,-73.0,,-98.0,-103.0,-1
584,-73.6,,-98.0,-103.0,-1
585,-72.4,,-98.0,-103.0,-1
586,-72.2,,-98.0,-103.0,-1
587,-73.4,,-98.0,-103.0,4
588,-71.5,,-98.0,-103.0,-1
589,-74.7,,-98.0,-103.0,-1
590,-71.9,,-98.0,-103.0,-1
591,-72.8,,-98.0,-103.0,-1
592,-73.1,,-98.0,-103.0,-1
593,-72.8,,-98.0,-103.0,-1
594,-73.6,,-98.0,-103.0,-1
595,-69.2,,-98.0,-103.0,-1
596,-72.9,,-98.0,-103.0,-1
597,-74.0,,-98.0,-103.0,-1
598,-72.9,,-98.0,-103.0,-1
599,-72.3,,-98.0,-103.0,-1
600,-74.6,,-98.0,-103.0,-1
601,-76.9,,-98.0,-103.0,-1
602,-73.5,,-98.0,-103.0,-1
603,-72.1,,-98.0,-103.0,-1
604,-73.3,,-98.0,-103.0,-1
605,-73.1,,-98.0,-103.0,4
606,-70.5,,-98.0,-103.0,4
607,-70.7,,-98.0,-103.0,4
608,-76.2,,-98.0,-103.0,-1
609,-74.7,,-98.0,-103.0,-1
610,-73.2,,-98.0,-103.0,-1
611,-73.1,,-98.0,-103.0,-1
612,-74.3,,-98.0,-103.0,-1
613,-74.8,,-98.0,-103.0,-1
614,-77.1,,-98.0,-103.0,-1
615,-72.3,,-98.0,-103.0,-1
616,-72.7,,-98.0,-103.0,-1
617,-72.0,,-98.0,-103.0,-1
618,-76.1,,-98.0,-103.0,-1
619,-75.9,,-98.0,-103.0,4
620,-76.1,,-98.0,-103.0,4
621,-80.3,,-98.0,-103.0,4
622,-76.7,,-98.0,-103.0,4
623,-77.9,,-98.0,-103.0,4
624,-77.8,,-98.0,-103.0,4
625,-77.2,,-98.0,-103.0,4
626,-74.1,,-98.0,-103.0,4
627,-74.9,,-98.0,-103.0,4
628,-76.7,,-98.0,-103.0,4
629,-74.4,,-98.0,-103.0,-1
630,-73.7,,-98.0,-103.0,-1
631,-72.4,,-98.0,-103.0,-1
632,-74.4,,-98.0,-103.0,-1
633,-75.9,,-98.0,-103.0,-1
634,-74.2,,-98.0,-103.0,-1
635,-71.1,,-98.0,-103.0,-1
636,-70.4,,-98.0,-103.0,-1
637,-71.5,,-98.0,-103.0,-1
638,-69.9,,-98.0,-103.0,-1
639,-72.3,,-98.0,-103.0,-1
640,-72.9,,-98.0,-103.0,-1
641,-74.7,,-98.0,-103.0,-1
642,-74.9,,-98.0,-103.0,-1
643,-71.2,,-98.0,-103.0,-1
644,-71.4,,-98.0,-103.0,-1
645,-75.0,,-98.0,-103.0,-1
646,-71.1,,-98.0,-103.0,-1
647,-69.1,,-98.0,-103.0,-1
648,-68.2,,-98.0,-103.0,-1
649,-67.9,,-98.0,-103.0,-1
650,-68.7,,-98.0,-103.0,-1
651,-68.0,,-98.0,-103.0,-1
652,-64.5,,-98.0,-103.0,-1
653,-64.0,,-98.0,-103.0,-1
654,-66.6,,-97.6,-103.0,-1
655,-73.2,,-85.2,-103.0,-1
656,-79.5,,-81.5,-101.5,-1
657,-78.6,,-76.6,-98.6,-1
658,-78.6,,-76.3,-89.2,-1
659,-79.55,,-75.8,-95.4,-1
660,-83.25,,-75.6,-100.55,-1
661,-93.95,,-74.75,-96.0,-1
662,-86.6,,-78.8,-95.6,-1
663,-82.0,,-76.2,-92.0,-1
664,-80.4,,-80.8,-87.8,-1
665,-90.2,,-81.4,-91.4,-1
666,-89.8,,-79.6,-97.2,-1
667,-94.4,,-77.2,-92.0,-1
668,-89.6,,-77.2,-81.6,-1
669,-88.6,,-78.0,-98.8,-1
670,-85.4,,-76.0,-98.4,-1
671,-85.6,,-77.6,-95.2,-1
672,-101.4,,-93.2,-95.4,-1
